Rent_At_Level,Gap,Total,At_This_Level,Vacant,Substandard,Substandard_Vacant,eli_old,vli_old,li_old,Gap_No_Assisted,Per100,Per100_No_Assisted,county,eli,vli,li
Middle (81-120%),78.92101856,99.41217091,20.49115235,,0,,37.8,12.6,3.6,78.92101856,20.61231755,20.612317549,38031,27,10,3
High (over 120%),70.85196375,72.2675874,3.220543807,,1.804920155,,37.8,12.6,3.6,70.85196375,1.958863859,1.9588638571,38031,27,10,3
Extremely low (0-30% AMI),20.53529609,46.70224155,22.43325527,3.733690197,0,0,7.7,1.8,0.5,35.53529609,56.02931379,23.91094108,38033,15,12,1
Very low (31-50%),19.13516226,61.03027769,33.49431248,8.400802944,0,0,7.7,1.8,0.5,31.13516226,68.64644405,48.984072433,38033,15,12,1
Low (51-80%),41.53730345,101.1830044,50.29591837,9.349782536,0,0,7.7,1.8,0.5,42.53730345,58.94833948,57.96003123,38033,15,12,1
Middle (81-120%),34.25660756,56.42539311,22.16878555,,0,,7.7,1.8,0.5,34.25660756,39.28866832,39.288668325,38033,15,12,1
High (over 120%),81.08330545,92.14436266,11.06105721,,0,,7.7,1.8,0.5,81.08330545,12.004052,12.004052001,38033,15,12,1
Extremely low (0-30% AMI),3134.521885,5377.90697,1966.200092,328.1317676,0,50.94677444,1106.38,406.56,81.06,3975.521885,41.71483622,26.076782154,38035,841,363,62
Very low (31-50%),-775.4271771,3553.321641,3790.78542,733.1154491,25.04163489,170.1104164,1106.38,406.56,81.06,-412.4271771,121.8226002,111.60680678,38035,841,363,62
Low (51-80%),-1051.748666,3366.804636,4418.553302,,0,,1106.38,406.56,81.06,-989.748666,131.2387792,129.3972705,38035,841,363,62
Middle (81-120%),1783.137105,2140.628031,357.4909257,,0,,1106.38,406.56,81.06,1783.137105,16.70028237,16.700282385,38035,841,363,62
High (over 120%),1172.639317,1296.983987,124.3446698,,0,,1106.38,406.56,81.06,1172.639317,9.587217044,9.5872170548,38035,841,363,62
Extremely low (0-30% AMI),11.04048177,25.10873202,12.06088993,2.007360321,0,0,16.28,11.34,2.38,22.04048177,56.02931379,12.219853426,38037,11,8,2
Very low (31-50%),10.28772165,32.81197725,18.00769488,4.516560723,0,0,16.28,11.34,2.38,18.28772165,68.64644405,44.265103225,38037,11,8,2
Low (51-80%),22.33188357,54.3994647,27.04081633,5.026764804,0,0,16.28,11.34,2.38,24.33188357,58.94833948,55.271832721,38037,11,8,2
Middle (81-120%),18.41753095,30.33623285,11.91870191,,0,,16.28,11.34,2.38,18.41753095,39.28866832,39.288668303,38037,11,8,2
High (over 120%),43.59317498,49.53997993,5.946804952,,0,,16.28,11.34,2.38,43.59317498,12.004052,12.004051997,38037,11,8,2
Extremely low (0-30% AMI),16.05459814,27.54491383,10.07061156,1.680646637,0,0.260942504,27.74,10.26,0,39.05459814,41.71483622,-41.78515272,38039,23,9,
Very low (31-50%),-3.971633369,18.19963398,19.41589141,3.754918408,0.128259875,0.871282599,27.74,10.26,0,5.028366631,121.8226002,72.371056272,38039,23,9,
Low (51-80%),-5.386914748,17.24431905,22.6312338,,0,,27.74,10.26,0,-5.386914748,131.2387792,131.23877917,38039,23,9,
Middle (81-120%),9.132987647,10.96400793,1.831020284,,0,,27.74,10.26,0,9.132987647,16.70028237,16.700282367,38039,23,9,
High (over 120%),6.006100351,6.642976971,0.63687662,,0,,27.74,10.26,0,6.006100351,9.587217044,9.5872170381,38039,23,9,
Extremely low (0-30% AMI),5.741050519,13.05654065,6.271662764,1.043827367,0,0,1.54,0.36,0.1,7.741050519,56.02931379,40.711320659,38041,2,,
Very low (31-50%),5.349615256,17.06222817,9.364001338,2.348611576,0,0,1.54,0.36,0.1,5.349615256,68.64644405,68.646444048,38041,2,,
Low (51-80%),11.61257946,28.28772165,14.06122449,2.613917698,0,0,1.54,0.36,0.1,11.61257946,58.94833948,58.948339482,38041,2,,
Middle (81-120%),9.577116092,15.77484108,6.197724992,,0,,1.54,0.36,0.1,9.577116092,39.28866832,39.288668308,38041,2,,
High (over 120%),22.66845099,25.76078956,3.092338575,,0,,1.54,0.36,0.1,22.66845099,12.004052,12.004051983,38041,2,,
Extremely low (0-30% AMI),13.85830226,27.57117789,10.31673613,3.396139504,0,0,13.09,3.06,0.85,24.85830226,49.73627056,9.8395347519,38043,11,3,
Very low (31-50%),-6.176354464,18.64027199,21.63434964,3.182276815,0,0,13.09,3.06,0.85,-3.176354464,133.1344654,117.04027959,38043,11,3,
Low (51-80%),30.87321781,39.18819917,8.314981356,,0,,13.09,3.06,0.85,30.87321781,21.21807466,21.218074666,38043,11,3,
Middle (81-120%),17.35709585,18.85413468,1.497038824,,0,,13.09,3.06,0.85,17.35709585,7.940108893,7.9401089226,38043,11,3,
High (over 120%),21.79688528,29.09388024,7.296994955,,0,,13.09,3.06,0.85,21.79688528,25.08085857,25.080858585,38043,11,3,
Extremely low (0-30% AMI),20.03215365,62.19917997,36.92900302,5.688605956,0,0.45058265,16.58,17.42,0,32.03215365,67.7935406,48.500681737,38045,12,12,
Very low (31-50%),18.53021148,53.33772119,23.24255503,11.56495468,0,0,16.58,17.42,0,30.53021148,65.25871172,42.760562696,38045,12,12,
Low (51-80%),18.77427708,57.95619335,39.18191627,,0,,16.58,17.42,0,18.77427708,67.60609006,67.606090057,38045,12,12,
Middle (81-120%),41.86663789,52.73694433,10.87030643,,0,,16.58,17.42,0,41.86663789,20.61231755,20.612317566,38045,12,12,
High (over 120%),37.58610272,38.3370738,1.708459215,,0.957488131,,16.58,17.42,0,37.58610272,1.958863859,1.9588638505,38045,12,12,
Extremely low (0-30% AMI),14.92432551,29.69203773,11.11033121,3.657381005,0,0,1.54,0.36,0.1,15.92432551,49.73627056,46.368364291,38047,1,1,
Very low (31-50%),-6.651458653,20.07413907,23.29853038,3.427067339,0,0,1.54,0.36,0.1,-5.651458653,133.1344654,128.15293166,38047,1,1,
Low (51-80%),33.24808072,42.20267603,8.954595306,,0,,1.54,0.36,0.1,33.24808072,21.21807466,21.218074663,38047,1,1,
Middle (81-120%),18.69225707,20.30445273,1.612195657,,0,,1.54,0.36,0.1,18.69225707,7.940108893,7.9401089083,38047,1,1,
High (over 120%),23.47356877,31.33187102,7.858302259,,0,,1.54,0.36,0.1,23.47356877,25.08085857,25.080858545,38047,1,1,
Extremely low (0-30% AMI),28.26363332,64.27835397,30.87587822,5.138842422,0,0,37.92,9.08,0,53.26363332,56.02931379,17.135971863,38049,25,5,
Very low (31-50%),26.33656741,83.99866176,46.0996989,11.56239545,0,0,37.92,9.08,0,31.33656741,68.64644405,62.693968269,38049,25,5,
Low (51-80%),57.16962195,139.2626296,69.2244898,12.8685179,0,0,37.92,9.08,0,57.16962195,58.94833948,58.948339469,38049,25,5,
Middle (81-120%),47.14887922,77.66075611,30.51187688,,0,,37.92,9.08,0,47.14887922,39.28866832,39.288668329,38049,25,5,
High (over 120%),111.5985279,126.8223486,15.22382068,,0,,37.92,9.08,0,111.5985279,12.004052,12.004052021,38049,25,5,
Extremely low (0-30% AMI),15.63500768,31.10594429,11.6393946,3.831542005,0,0,33.1,17.44,3.46,44.63500768,49.73627056,-43.49349843,38051,29,18,5
Very low (31-50%),-6.96819478,21.03005045,24.40798421,3.590261022,0,0,33.1,17.44,3.46,11.03180522,133.1344654,47.542659271,38051,29,18,5
Low (51-80%),34.83132266,44.21232727,9.381004606,,0,,33.1,17.44,3.46,39.83132266,21.21807466,9.9090115371,38051,29,18,5
Middle (81-120%),19.58236455,21.27133143,1.688966879,,0,,33.1,17.44,3.46,19.58236455,7.940108893,7.9401088999,38051,29,18,5
High (over 120%),24.59135775,32.82386488,8.232507129,,0,,33.1,17.44,3.46,24.59135775,25.08085857,25.080858577,38051,29,18,5
Extremely low (0-30% AMI),30.47172968,69.30010037,33.28805621,5.540314487,0,0,23.36,4.24,0.4,45.47172968,56.02931379,34.38432349,38053,15,3,1
Very low (31-50%),28.39411174,90.56105721,49.70123787,12.4657076,0,0,23.36,4.24,0.4,31.39411174,68.64644405,65.333761876,38053,15,3,1
Low (51-80%),61.63599866,150.1425226,74.63265306,13.87387086,0,0,23.36,4.24,0.4,62.63599866,58.94833948,58.282305655,38053,15,3,1
Middle (81-120%),50.83238541,83.72800268,32.89561726,,0,,23.36,4.24,0.4,50.83238541,39.28866832,39.288668327,38053,15,3,1
High (over 120%),120.3171629,136.7303446,16.41318167,,0,,23.36,4.24,0.4,120.3171629,12.004052,12.004052025,38053,15,3,1
Extremely low (0-30% AMI),39.74573436,90.39143526,43.41920375,7.226497156,0,0,19,5,1,55.74573436,56.02931379,38.328521724,38055,16,4,1
Very low (31-50%),37.03579793,118.1231181,64.82770157,16.2596186,0,0,19,5,1,41.03579793,68.64644405,65.26014671,38055,16,4,1
Low (51-80%),80.39478086,195.8380729,97.34693878,18.0963533,0,0,19,5,1,81.39478086,58.94833948,58.437713538,38055,16,4,1
Middle (81-120%),66.30311141,109.2104383,42.90732687,,0,,19,5,1,66.30311141,39.28866832,39.288668334,38055,16,4,1
High (over 120%),156.9354299,178.3439277,21.40849783,,0,,19,5,1,156.9354299,12.004052,12.004051989,38055,16,4,1
Extremely low (0-30% AMI),48.57811977,110.4784209,53.06791569,8.832385413,0,0,42.35,19.45,7.2,77.57811977,56.02931379,29.779843758,38057,29,18,5
Very low (31-50%),45.26597524,144.3726999,79.23385748,19.87286718,0,0,42.35,19.45,7.2,63.26597524,68.64644405,56.178712953,38057,29,18,5
Low (51-80%),98.26028772,239.3576447,118.9795918,22.11776514,0,0,42.35,19.45,7.2,103.26028772,58.94833948,56.859415186,38057,29,18,5
Middle (81-120%),81.03713617,133.4794246,52.44228839,,0,,42.35,19.45,7.2,81.03713617,39.28866832,39.288668338,38057,29,18,5
High (over 120%),191.8099699,217.9759117,26.16594179,,0,,42.35,19.45,7.2,191.8099699,12.004052,12.004052006,38057,29,18,5
Extremely low (0-30% AMI),282.1408204,561.3209037,210.0381663,69.14191709,0,0,301.34,72.44,9.22,520.1408204,49.73627056,7.3362818004,38059,238,57,9
Very low (31-50%),-125.7442422,379.4968195,440.4531696,64.78789208,0,0,301.34,72.44,9.22,-68.7442422,133.1344654,118.11457664,38059,238,57,9
Low (51-80%),628.5470498,797.831542,169.2844922,,0,,301.34,72.44,9.22,637.5470498,21.21807466,20.090016973,38059,238,57,9
Middle (81-120%),353.3726695,383.8508445,30.47817504,,0,,301.34,72.44,9.22,353.3726695,7.940108893,7.9401088826,38059,238,57,9
High (over 120%),443.7622286,592.3215618,148.5593332,,0,,301.34,72.44,9.22,443.7622286,25.08085857,25.080858571,38059,238,57,9
Extremely low (0-30% AMI),34.44630311,78.33924389,37.62997658,6.262964202,0,0,36.23,6.57,0.2,52.44630311,56.02931379,33.05232409,38061,18,3,
Very low (31-50%),32.09769154,102.373369,56.18400803,14.09166946,0,0,36.23,6.57,0.2,35.09769154,68.64644405,65.71599442,38061,18,3,
Low (51-80%),69.67547675,169.7263299,84.36734694,15.68350619,0,0,36.23,6.57,0.2,69.67547675,58.94833948,58.948339488,38061,18,3,
Middle (81-120%),57.46269655,94.6490465,37.18634995,,0,,36.23,6.57,0.2,57.46269655,39.28866832,39.288668323,38061,18,3,
High (over 120%),136.0107059,154.5647374,18.55403145,,0,,36.23,6.57,0.2,136.0107059,12.004052,12.004052032,38061,18,3,
Extremely low (0-30% AMI),11.97324126,37.17652136,22.07250755,3.400086319,0,0.269313768,34.69,27.14,7.17,34.97324126,67.7935406,5.9265364789,38063,23,25,4
Very low (31-50%),11.0755287,31.88001726,13.89210186,6.912386707,0,0,34.69,27.14,7.17,36.0755287,65.25871172,-13.16031734,38063,23,25,4
Low (51-80%),11.22140699,34.64048338,23.41907639,,0,,34.69,27.14,7.17,15.22140699,67.60609006,56.05890708,38063,23,25,4
Middle (81-120%),25.02373759,31.52093224,6.497194648,,0,,34.69,27.14,7.17,25.02373759,20.61231755,20.612317556,38063,23,25,4
High (over 120%),22.4652568,22.91411308,1.021148036,,0.572291757,,34.69,27.14,7.17,22.4652568,1.958863859,1.9588638602,38063,23,25,4
Extremely low (0-30% AMI),2.428905989,5.523921044,2.653395785,0.441619271,0,0,7.7,1.8,0.5,9.428905989,56.02931379,-70.69226576,38065,7,,
Very low (31-50%),2.263298762,7.218634995,3.961692874,0.993643359,0,0,7.7,1.8,0.5,2.263298762,68.64644405,68.64644405,38065,7,,
Low (51-80%),4.913014386,11.96788224,5.948979592,1.105888257,0,0,7.7,1.8,0.5,4.913014386,58.94833948,58.948339502,38065,7,,
Middle (81-120%),4.051856808,6.673971228,2.62211442,,0,,7.7,1.8,0.5,4.051856808,39.28866832,39.288668327,38065,7,,
High (over 120%),9.590498495,10.89879558,1.308297089,,0,,7.7,1.8,0.5,9.590498495,12.004052,12.004051965,38065,7,,
Extremely low (0-30% AMI),84.70184536,145.3231661,53.13115754,8.866859844,0,1.37669666,92.46,34.5,11.04,157.70184536,41.71483622,-8.518035763,38067,73,30,10
Very low (31-50%),-20.95378984,96.01875858,102.435565,19.8104316,0.676681409,4.596766814,92.46,34.5,11.04,9.04621016,121.8226002,90.578705355,38067,73,30,10
Low (51-80%),-28.42061919,90.97864877,119.399268,,0,,92.46,34.5,11.04,-18.42061919,131.2387792,120.24718925,38067,73,30,10
Middle (81-120%),48.1843831,57.84459356,9.660210462,,0,,92.46,34.5,11.04,48.1843831,16.70028237,16.700282369,38067,73,30,10
High (over 120%),31.68735702,35.04743023,3.360073204,,0,,92.46,34.5,11.04,31.68735702,9.587217044,9.5872170597,38067,73,30,10
Extremely low (0-30% AMI),49.27449288,152.9956841,90.83685801,13.99266293,0,1.108329737,51.86,10.14,0,82.27449288,67.7935406,46.224304716,38069,33,7,
Very low (31-50%),45.58006042,131.1985326,57.17134225,28.44712991,0,0,51.86,10.14,0,52.58006042,65.25871172,59.9232862,38069,33,7,
Low (51-80%),46.1804057,142.5589124,96.37850669,,0,,51.86,10.14,0,46.1804057,67.60609006,67.606090056,38069,33,7,
Middle (81-120%),102.9823047,129.7207596,26.7384549,,0,,51.86,10.14,0,102.9823047,20.61231755,20.612317552,38069,33,7,
High (over 120%),92.45317221,94.30038843,4.202416918,,2.355200691,,51.86,10.14,0,92.45317221,1.958863859,1.9588638507,38069,33,7,
Extremely low (0-30% AMI),111.6735002,346.742555,205.8685801,31.71234355,0,2.511868796,190.25,69.61,29.14,290.6735002,67.7935406,16.170226005,38071,179,62,20
Very low (31-50%),103.3006042,297.3424687,129.5705654,64.47129909,0,0,190.25,69.61,29.14,165.3006042,65.25871172,44.407334437,38071,179,62,20
Low (51-80%),104.6611998,323.0891239,218.427924,,0,,190.25,69.61,29.14,124.6611998,67.60609006,61.415847647,38071,179,62,20
Middle (81-120%),233.3944756,293.9933103,60.5988347,,0,,190.25,69.61,29.14,233.3944756,20.61231755,20.612317552,38071,179,62,20
High (over 120%),209.5317221,213.7181701,9.524169184,,5.337721191,,190.25,69.61,29.14,209.5317221,1.958863859,1.9588638617,38071,179,62,20
Extremely low (0-30% AMI),45.82067328,142.2716875,84.46978852,13.0118688,0,1.030643073,70.61,36.45,5.94,89.82067328,67.7935406,36.866797001,38073,44,26,5
Very low (31-50%),42.38519638,122.0023738,53.16400518,26.45317221,0,0,70.61,36.45,5.94,68.38519638,65.25871172,43.947650976,38073,44,26,5
Low (51-80%),42.94346137,132.5664653,89.62300388,,0,,70.61,36.45,5.94,47.94346137,67.60609006,63.834397137,38073,44,26,5
Middle (81-120%),95.76391886,120.628183,24.86426414,,0,,70.61,36.45,5.94,95.76391886,20.61231755,20.612317554,38073,44,26,5
High (over 120%),85.97280967,87.69054812,3.907854985,,2.19011653,,70.61,36.45,5.94,85.97280967,1.958863859,1.9588638534,38073,44,26,5
Extremely low (0-30% AMI),3.532954165,8.034794246,3.859484778,0.642355303,0,0,3.08,0.72,0.2,4.532954165,56.02931379,43.583444377,38075,1,1,1
Very low (31-50%),3.292070927,10.49983272,5.762462362,1.445299431,0,0,3.08,0.72,0.2,4.292070927,68.64644405,59.122482791,38075,1,1,1
Low (51-80%),7.146202743,17.40782871,8.653061225,1.608564737,0,0,3.08,0.72,0.2,8.146202743,58.94833948,53.203797678,38075,1,1,1
Middle (81-120%),5.893609903,9.707594513,3.81398461,,0,,3.08,0.72,0.2,5.893609903,39.28866832,39.288668319,38075,1,1,1
High (over 120%),13.94981599,15.85279358,1.902977585,,0,,3.08,0.72,0.2,13.94981599,12.004052,12.004052033,38075,1,1,1
Extremely low (0-30% AMI),120.8836858,375.3398792,222.847432,34.32779456,0,2.719033233,176.53,45,3.47,269.8836858,67.7935406,28.096186748,38077,149,50,3
Very low (31-50%),111.8202417,321.8655589,140.2567976,69.78851964,0,0,176.53,45,3.47,161.8202417,65.25871172,49.724275485,38077,149,50,3
Low (51-80%),113.2930514,349.7356496,236.4425982,,0,,176.53,45,3.47,116.2930514,67.60609006,66.748299313,38077,149,50,3
Middle (81-120%),252.6435045,318.2401813,65.59667674,,0,,176.53,45,3.47,252.6435045,20.61231755,20.612317568,38077,149,50,3
High (over 120%),226.8126888,231.3444109,10.30966767,,5.777945619,,176.53,45,3.47,226.8126888,1.958863859,1.9588638785,38077,149,50,3
Extremely low (0-30% AMI),123.6467415,383.9190764,227.9410876,35.11242987,0,2.781182564,133.8,23.56,10.64,230.6467415,67.7935406,39.923083879,38079,107,22,10
Very low (31-50%),114.3761329,329.222486,143.4626672,71.3836858,0,0,133.8,23.56,10.64,136.3761329,65.25871172,58.576300618,38079,107,22,10
Low (51-80%),115.8826068,357.7296073,241.8470004,,0,,133.8,23.56,10.64,125.8826068,67.60609006,64.810682641,38079,107,22,10
Middle (81-120%),258.4182132,325.5142426,67.09602935,,0,,133.8,23.56,10.64,258.4182132,20.61231755,20.612317564,38079,107,22,10
High (over 120%),231.9969789,236.6322831,10.54531722,,5.910012948,,133.8,23.56,10.64,231.9969789,1.958863859,1.9588638284,38079,107,22,10
Extremely low (0-30% AMI),24.63724644,76.49784204,45.418429,6.996331463,0,0.554164868,37.8,8.15,1.05,53.63724644,67.7935406,29.883974489,38081,29,7,1
Very low (31-50%),22.79003021,65.59926629,28.58567113,14.22356496,0,0,37.8,8.15,1.05,29.79003021,65.25871172,54.587860666,38081,29,7,1
Low (51-80%),23.09020285,71.27945619,48.18925335,,0,,37.8,8.15,1.05,24.09020285,67.60609006,66.203161279,38081,29,7,1
Middle (81-120%),51.49115235,64.8603798,13.36922745,,0,,37.8,8.15,1.05,51.49115235,20.61231755,20.612317552,38081,29,7,1
High (over 120%),46.2265861,47.15019422,2.101208459,,1.177600345,,37.8,8.15,1.05,46.2265861,1.958863859,1.9588638717,38081,29,7,1
Extremely low (0-30% AMI),8.058912387,25.02265861,14.85649547,2.288519638,0,0.181268882,4.62,1.08,0.3,9.058912387,67.7935406,63.797162691,38083,1,2,
Very low (31-50%),7.45468278,21.45770393,9.350453172,4.652567976,0,0,4.62,1.08,0.3,9.45468278,65.25871172,55.938049985,38083,1,2,
Low (51-80%),7.552870091,23.31570997,15.76283988,,0,,4.62,1.08,0.3,7.552870091,67.60609006,67.606090054,38083,1,2,
Middle (81-120%),16.8429003,21.21601209,4.373111783,,0,,4.62,1.08,0.3,16.8429003,20.61231755,20.612317581,38083,1,2,
High (over 120%),15.12084592,15.42296073,0.687311178,,0.385196375,,4.62,1.08,0.3,15.12084592,1.958863859,1.9588638997,38083,1,2,
Extremely low (0-30% AMI),29.14687186,66.28705253,31.84074942,5.299431248,0,0,6.93,1.62,0.45,34.14687186,56.02931379,48.486362635,38085,5,2,
Very low (31-50%),27.15958515,86.62361994,47.54031449,11.92372031,0,0,6.93,1.62,0.45,29.15958515,68.64644405,66.337604951,38085,5,2,
Low (51-80%),58.95617263,143.6145868,71.3877551,13.27065908,0,0,6.93,1.62,0.45,58.95617263,58.94833948,58.94833948,38085,5,2,
Middle (81-120%),48.6222817,80.08765473,31.46537303,,0,,6.93,1.62,0.45,48.6222817,39.28866832,39.288668317,38085,5,2,
High (over 120%),115.0859819,130.785547,15.69956507,,0,,6.93,1.62,0.45,115.0859819,12.004052,12.004052023,38085,5,2,
Extremely low (0-30% AMI),2.428905989,5.523921044,2.653395785,0.441619271,0,0,0,0,0,2.428905989,56.02931379,56.029313785,38087,,,
Very low (31-50%),2.263298762,7.218634995,3.961692874,0.993643359,0,0,0,0,0,2.263298762,68.64644405,68.64644405,38087,,,
Low (51-80%),4.913014386,11.96788224,5.948979592,1.105888257,0,0,0,0,0,4.913014386,58.94833948,58.948339502,38087,,,
Middle (81-120%),4.051856808,6.673971228,2.62211442,,0,,0,0,0,4.051856808,39.28866832,39.288668327,38087,,,
High (over 120%),9.590498495,10.89879558,1.308297089,,0,,0,0,0,9.590498495,12.004052,12.004051965,38087,,,
Extremely low (0-30% AMI),229.2004015,521.2572767,250.3840749,41.67280027,0,0,189,99.82,12.18,392.2004015,56.02931379,24.758767113,38089,163,93,11
Very low (31-50%),213.5731014,681.1766477,373.8397457,93.7638006,0,0,189,99.82,12.18,306.5731014,68.64644405,54.993597852,38089,163,93,11
Low (51-80%),463.609903,1129.332887,561.3673469,104.3556373,0,0,189,99.82,12.18,474.609903,58.94833948,57.974313113,38089,163,93,11
Middle (81-120%),382.3479425,629.780194,247.4322516,,0,,189,99.82,12.18,382.3479425,39.28866832,39.28866831,38089,163,93,11
High (over 120%),904.9943125,1028.449983,123.4556708,,0,,189,99.82,12.18,904.9943125,12.004052,12.004051975,38089,163,93,11
Extremely low (0-30% AMI),19.37623913,33.24386152,12.15418637,2.028366631,0,0.314930609,0.77,0.18,0.05,20.37623913,41.71483622,38.706762096,38091,1,,
Very low (31-50%),-4.793350618,21.96507549,23.4329724,4.531798078,0.154796401,1.051547964,0.77,0.18,0.05,-4.793350618,121.8226002,121.82260025,38091,1,,
